Video position (%),Absolute audience retention (%),video_id,script_segment,timestamp
28,69.99,C,"was that he was at Bloemfontein Zoo, and the fences were there for a reason. Suddenly, an ambush of bored Bengal tigers was",233.24
29,69.54,C,"upon him, and he quickly became their new plaything. After the body was found, a zoo spokesperson said the tigers had been fed",241.57
30,69.49,C,the previous afternoon – otherwise there would have been nothing left. https://darwinawards.com/darwin/darwin2005-17.html 14. A Head for Chemistry In the age of pipe blockages,249.9
31,69.19,C,"and fatbergs, we should know by now not to mess with the sewers. In 2008, a biology teacher from Sofia, Bulgaria, was driving",258.23
32,69.08,C,"home with two friends. Bystanders saw her car come to a sudden stop, and all three passengers got out and started pouring leftover",266.56
33,69.11,C,"jars of chemicals down a manhole. These noxious chemicals included diethyl ether and methanol, both highly flammable liquids. The cocktail of chemicals in",274.89
34,68.89,C,"the enclosed space of the sewers caused an explosion so powerful that the manhole cover was launched into the air, instantly decapitating the",283.22
35,68.55,C,"polluting teacher. The moral of the story? Don’t mess with chemicals, or you could lose your head. https://darwinawards.com/darwin/darwin2008-06.html 13. Flaming Rodeo If this",291.55
36,67.34,C,"isn’t an example of ‘you should have known better’, I don’t know what is. In Washington in 2010, during the American Sprint Car",299.88
37,66.55,C,"Series, two crew members dreamed up an insane thrill ride. They poured 4 gallons of methanol into a 55 gallon barrel, sat on",308.21
38,65.97,C,"the barrel, then lit the bunghole. These two bright sparks thought the barrel would shoot across the parking lot like a rocket, in",316.54
39,66.0,C,"some kind of fiery rodeo. What they’d actually created was a makeshift bomb, which quickly blew them sky high. Both men ended up",324.87
40,65.96,C,"in hospital, and one of them died. Not sure I want to think about the aftermath between their legs. https://darwinawards.com/darwin/darwin2010-07.html 12. Suddenly Sluggish",333.2
41,65.59,C,Most people wouldn’t have the guts to eat a slug – turns out this guy didn’t either. A young rugby player called Sam,341.53000000000003
42,65.04,C,"from Sydney, Australia was at a party in 2010 when the slug sped across the table. His friends dared him to eat it,",349.86
43,64.86,C,"and he did. Not long afterwards, Sam contracted a rat lungworm – a parasitic worm spread by rodents. The parasite infested Sam’s brain,",358.19
44,64.53,C,"putting him in a coma and leaving him paralyzed. Several years later, he died as a result of this prank gone wrong. I’m",366.52
45,64.28,C,"not sure I even have to tell you this, folks – but seriously: don’t eat slugs. https://www.washingtonpost.com/sports/2018/11/05/young-rugby-player-ate-slug-mates-dare-now-hes-dead/?utm_term=.fb1c5ebff2cf 11. Headless Chickens In 1997, a",374.85
46,63.83,C,"group of co-workers in Holland were on a tour bus, and some of the bolder employees stuck their heads out of the windows",383.18
47,63.35,C,"to enjoy the air. You think you’d notice a tunnel approaching down the road, but two men kept their heads out as the",391.51
48,63.47,C,"bus entered a viaduct, and by this point it was too late. The two men were not decapitated, but suffered severe head trauma",399.84000000000003
49,63.51,C,"and snapped necks, killing them both instantly. Way to ruin the field trip, guys. https://darwinawards.com/darwin/darwin1997-14.html 10. Fatal Footsie We’ve all heard stories of",408.17
50,64.55,C,"idiots playing Russian Roulette, but this one tops them all. In 1999, Cambodia was littered with all kinds of discarded weaponry after decades",416.5
51,62.33,C,"of armed conflict. In a place called Svay Rieng, three friends had spent the evening drinking. After hours of arguing, one of the",424.83
52,61.92,C,"men pulled out a 25-year-old unexploded anti-tank mine he’d found in his backyard. The man then tossed it under the table, and the",433.16
53,61.84,C,"three men began taking turns to first drink, then stamp on the mine. Other villagers fled in terror, and minutes later, an enormous",441.49
54,61.64,C,"explosion occurred, killing all three men. Personally, I think the gene pool might have benefitted from this one, don’t you? https://darwinawards.com/darwin/darwin1999-07.html 9. Domestic",449.82
55,61.67,C,"Disturbance Arguing with your partner can be an emotional rollercoaster, but this man’s reaction was shocking. In Buenos Aires, Argentina, in 1998, a",458.15
56,61.18,C,man decided that the best way to win an argument with his wife was to pick her up and throw her off the,466.48
57,60.96,C,"balcony. They were eight floors up, but bizarrely the woman became entangled in the power lines below. In what may have been an",474.81
58,60.88,C,"effort to save her - or finish her off - the man leapt from the balcony, aiming for the wires. The airborne abuser",483.14
59,60.66,C,"missed the wires completely, plunging to his death. Somehow, his wife managed to swing to a nearby balcony, and was subsequently rescued. I’m",491.47
60,60.57,C,"no buddhist, but that’s karma. https://darwinawards.com/darwin/darwin1998-01.html 8. Gaso-Clean Keeping boxfresh trainers clean is a must, but this method might be going too far.",499.8
61,60.4,C,"In 1998, 67-year-old Texan Reiva Nix was washing her tennis shoes – wait for it – with gasoline, when the shoes – which",508.13
62,59.94,C,"she was still wearing – were ignited by a nearby candle. Reiva had to run with flaming feet to her neighbour’s house, who",516.46
63,59.7,C,"quickly doused her feet with a hose. It was too late, however, and Reiva later died from her burns. The local sheriff warned",524.79
64,59.47,C,"others against using gasoline in this way, since it was apparently common practice. Well, that’s Texas for ya. https://darwinawards.com/darwin/darwin1998-05.html 7. Considerate Car Thief",533.12
65,59.34,C,"Some people have pretty twisted moral codes, but this car thief from Pittsburgh had a bit of logic to his larceny. Randy Nestor",541.45
66,59.21,C,"stole plenty of cars, and whenever a stolen vehicle became “hot”, he’d torch it, reasoning that the fire damage would help the owners",549.78
67,59.15,C,"collect on the insurance. Pretty thoughtful, right? It turns out Randy was the victim of his own virtue when he set fire to",558.11
68,58.46,C,"a van that he was still inside. On trying to escape, Randy found that the driver’s side handle was broken, and the door",566.44
69,58.11,C,locked. Randy burned up inside the van and was pretty much killed by his own kindness (and stupidity). https://darwinawards.com/darwin/darwin1998-03.html 6. Floridian Pigeon It,574.77
70,57.86,C,"seems that idiots are drawn to powerlines like moths to a flame. Here, the infamous “Florida Man” returns with a tale that would",583.1
71,57.34,C,"have Thomas Edison facepalming in his grave. When Elian Garcia-Rivera’s pet pigeon decided to perch on a powerline, he thought the best way",591.43
72,56.99,C,to dislodge his feathered friend would be to retrieve a 20-foot-long aluminium pool pole and jab it into the high-voltage wires. This Floridian,599.76
73,56.67,C,only succeeded in turning himself into a human superconductor and was killed instantly. If only this Florida man had listened a little more,608.09
74,56.62,C,"in science class. https://www.foxnews.com/us/florida-man-dies-after-trying-to-remove-pet-pigeon-from-power-line-with-20-foot-aluminum-pole 5. Time Zone Terrorists Daylight savings time causes a lot of confusion – but in this instance, it proved",616.42
75,56.92,C,"fatal. In 1999, Israel turned the clocks back a day early, but Palestinians refused to accept this “Zionist Time” – except for four",624.75
76,56.23,C,"terrorists who’d planned a bombing that day. Their bombs were set to go off at 6.30pm, but poor communication meant the would-be bombers",633.08
77,55.53,C,"were an hour behind schedule. The explosives detonated while the terrorists were en route, preventing any further bloodshed. I think we can say",641.41
78,55.33,C,these dummies got what they deserved – a one-way ticket to the afterlife. https://darwinawards.com/darwin/darwin1999-38.html 4. Faithful Flotation I’ll admit: I’ve tried to walk,649.74
79,55.75,C,"on water. Anyone who says they haven’t taken a run at a pool with hopes of making it across is probably lying. So,",658.07
80,55.18,C,"when in 2016 a Zimbabwean pastor promised he would walk out into a river and rise above the water, his congregation were intrigued.",666.4
81,54.59,C,"After fasting for a week, the pastor waded 30 metres into a river known as “Crocodile River”. You think the name might have",674.73
82,54.26,C,"put him off, but no. Pastor Jonathan was devoured by three hungry crocodiles before he even had the chance to perform his miracle.",683.0600000000001
83,54.16,C,So much for divine intervention. https://www.express.co.uk/news/world/804685/crocodile-attack-zimbabwe-pastor-walk-on-water-Jonathan-Mthethwa 3. Peeping Tom People love to catch a glimpse of something they’re not supposed to see –,691.39
84,54.11,C,"like this Calgary man who died in a shopping mall last year. Though his motives were unknown, I think it’s pretty obvious what",699.72
85,54.08,C,this guy was up to when he climbed through a vent in order to access the area behind a wall in the women’s,708.05
86,53.88,C,"bathrooms. The man became trapped there and was found dead three days later. Police have not revealed the cause of death, but it’s",716.38
87,53.8,C,safe to say this Peeping Tom got a little more excitement than he bargained for. https://www.theguardian.com/world/2018/may/02/calgary-canada-body-behind-toilet-accidental-death 2. Just Buy a Ticket There are,724.71
88,53.37,C,"smart ways to save money, and there are dumb ways to save money. And then there’s this guy. Mr Zhang was visiting Ningbo",733.04
89,52.99,C,Younger Zoo in China with his family when he realised he couldn’t afford the $20 to buy a ticket for himself. So he,741.37
90,52.81,C,"doubled back and decided to scaled the fence in order to access the zoo. After a successful climb, Mr Zhang landed in the",749.7
91,52.94,C,"tiger enclosure, and was set up by a trio of tigers, who quickly ripped him to pieces. I guess he paid the price",758.03
92,52.87,C,"after all. https://www.mirror.co.uk/news/world-news/tourist-mauled-death-tigers-front-9720631 1. Stings in the Tail The Asian giant hornet is the world’s biggest hornet, and it’s the stuff of nightmares.",766.36
93,52.36,C,"Large, aggressive, and venomous, a swarm of these insects can kill a human – and they do: around 40 people are killed in",774.69
94,52.21,C,"Japan each year by hornet stings. So the last thing you should do is bug them. In this hilarious-yet-shocking video, a Chinese man",783.02
95,52.08,C,is shown dancing with a hornet’s nest and throwing it about after removing it. If you want to elicit stings from dangerous flying,791.35
96,51.9,C,"creatures, tearing their house down and juggling with it is a sure way to do it. Even with his protective suit, the man",799.6800000000001
97,51.53,C,"suffers multiple stings, and is later show being carried off on a stretcher, his body stiff and full of venom. I think he",808.01
98,44.35,C,"needed a better suit. https://ru.sputnik.kg/world/20181018/1041592281/muzhchina-shershni-video-smert.html So, which Darwin award winner would you give the number 1 trophy to? Let me know your thoughts",816.34
99,29.98,C,"in the comments section down below, and remember – if you’re going to do something life threatening … make sure you get someone to record it so you can get a posthumous Darwin award! Thanks for watching.",824.67
